,note,pro,con,anonymous,tutorial,topic,month,date
2375,2,was well explained. ,The tutorial looks nothing like what is one my galaxy web instance. Jupiter notebooks are not listed under visualizations but rather are under tools. The dialog that comes up when I launch Jupyter also does not look like what is in this tutorial. I can't figure it out based on what you have shown.,,Use Jupyter notebooks in Galaxy,Using Galaxy and Managing your Data,2021-12,2021-12-15
2376,5,Well detailed method of ChIPseq and associated explanations,"The title in itself doesn't really reflect the final results of the tutorial, with the data used one do not really identify TAD on the inactive X chromosome... ",,Formation of the Super-Structures on the Inactive X,Epigenetics,2021-12,2021-12-16
2377,4,,,,Formation of the Super-Structures on the Inactive X,Epigenetics,2021-12,2021-12-17
2378,5,,,,Metatranscriptomics analysis using microbiome RNA-seq data,Metagenomics,2021-12,2021-12-20
2379,1,,,,High Throughput Molecular Dynamics and Analysis,Computational chemistry,2021-12,2021-12-20
2380,5,Muy claras las explicaciones,Todo está bien en este tutorial,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-12,2021-12-20
2381,5,,Circos plot of the data should also be included.,,Chloroplast genome assembly,Assembly,2021-12,2021-12-23
2382,5,Step by step nature ,More explanation of what i am actually doing at each step,,NGS data logistics,Introduction to Galaxy Analyses,2021-12,2021-12-23
2383,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-12,2021-12-24
2384,5,,,,Mapping,Sequence analysis,2021-12,2021-12-26
2385,5,,,,RNA Seq Counts to Viz in R,Transcriptomics,2021-12,2021-12-28
2386,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-12,2021-12-29
2387,5,,,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2021-12,2021-12-31
2388,2,Not yet completed,This is how the output of get flanks are stated in the tutorial: For regions on the negative strand e.g. chr1 8349819 9289958 this gives chr1 9279958 9291958. However what I am getting is similar to the results of the + strand; the promoter regions lies between 8347819 and 8359819; it seems to me that get flanks did not recognize between the + and - strands,,From peaks to genes,Introduction to Galaxy Analyses,2022-01,2022-01-03
2389,5,The simplicity,The tool is pretty solid,,Visualisation with Circos,Visualisation,2022-01,2022-01-04
2391,5,guidelines are clear / no questions are left unanswered ,,,From peaks to genes,Introduction to Galaxy Analyses,2022-01,2022-01-05
2392,3,,"I am getting an error : Warning unsupported media type (415) while trying to upload the reference genome using the link ""https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/858/895/GCF_009858895.2_ASM985889v3/GCF_009858895.2_ASM985889v3_genomic.fna.gz"". And I am not sure which file type to pick when trying to download from NCBI using the accession number ""NC_045512.2"" provided.",,NGS data logistics,Introduction to Galaxy Analyses,2022-01,2022-01-06
2393,5,,,,Reference-based RNA-Seq data analysis,Transcriptomics,2022-01,2022-01-07
2394,1,,Data set can not be found ,,DNA Methylation data analysis,Epigenetics,2022-01,2022-01-13
2395,5,Clear instructions,,,Visualization of RNA-Seq results with Volcano Plot,Transcriptomics,2022-01,2022-01-13
2396,5,The way they teached us.,"Very Short tutorial, needs to add some other tools alo. ",,A short introduction to Galaxy,Introduction to Galaxy Analyses,2022-01,2022-01-14
2397,4,In-depth explanations and side bars of what the various commands are doing so you can easily troubleshoot and customize.,"There is an ""error"" in the example code for the Galaxy/FTP portion of galaxyservers.yml.  if you intend to use separate upload directories (with email addresses as the folder name) for each user - as the tutorial indicates will happen - then the current code (below) will result in the uploads going into the parent directory ""/uploads"" instead of ""uploads/user_email"" .    # FTP     ftp_upload_dir: /data/uploads     ftp_upload_site: ""{{ inventory_hostname }}""  Instead the code should be (add a ""/""):  # FTP     ftp_upload_dir: /data/uploads/     ftp_upload_site: ""{{ inventory_hostname }}""  Took me a while to work out why it was going into the wrong directory.  Also - it should be stated that there may be a newer version of the playbook that could solve errors/conflicts with newer operating system versions than those used in the tutorial.    Also suggest highlighting parts in the code examples which should be customized to your server environment if you are using this as a guide to setup your own installation (primarily directories where stuff is located).   ",,Enable upload via FTP,Galaxy Server administration,2022-01,2022-01-15
2398,5,Code examples that you customize to your server set-up; hints and sidebars are very helpful; as is the in-depth explanation of what the code is doing.,"One solution to errors that arise would be to try newer playbook versions.  Although the tutorial cautioned that newer versions could create problems - in my case it solved problems.  I found that the version of galaxyproject.galaxy used in the tutorial-- version: 0.9.16 was incompatible with Ubuntu 20.04 LTS - resulting in a failure to install ""futures"".  When I changed to the newest galaxyproject.galaxy version the problem was solved. ",,Galaxy Installation with Ansible,Galaxy Server administration,2022-01,2022-01-15
2399,5,,,,An Introduction to Genome Assembly,Assembly,2022-01,2022-01-15
2400,5,,,,Quality Control,Sequence analysis,2022-01,2022-01-19
2401,4,,,,1: RNA-Seq reads to counts,Transcriptomics,2022-01,2022-01-19
2402,5,How the each and every step is shwon with the screenshots. Just what an beginner needs. :),,,From peaks to genes,Introduction to Galaxy Analyses,2022-01,2022-01-20
2403,1,nothing,"Does not tell me how to get FreeBayes data from Galaxy into IGV.  IGV states that it cannot recognize the file.   I have used these programs before, but something is different now.",,IGV Introduction,Introduction to Galaxy Analyses,2022-01,2022-01-20
2404,2,,"The examples are still very buggy.  Many of them do not work with the instructions as supplied.  For example, the SalmonKallistoMtxTo10x instructions fails, most  likely because the program is looking for a gz file when the tutorial example makes an unzipped file.  The Droplet barcode rank plot exercise also crashes.",,Generating a single cell matrix using Alevin,Transcriptomics,2022-01,2022-01-24
2405,5,,,,Pre-processing of 10X Single-Cell RNA Datasets,Transcriptomics,2022-01,2022-01-25
2406,1,,This tutorial is impossible to do with the standard memory allotment of usegalaxy.org.  RNA StarSolo requires too much memory to run for a data set of this size.  I brought my file storage down to 8% of the standard allotment and it did not start for over a day.  You should pick tools that people can use with the standard package or say so up front.  It also makes it impossible to keep anything to re-run later.,,Pre-processing of 10X Single-Cell RNA Datasets,Transcriptomics,2022-01,2022-01-25
2407,5,,,,Reference-based RNA-Seq data analysis,Transcriptomics,2022-01,2022-01-26
2408,1,nothing,nothing,,Genome annotation with Maker,Genome Annotation,2022-01,2022-01-26
2409,5,An example full of information,no,,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2022-01,2022-01-27
2410,5,The educational aspect and questions asked,The last question has no answer,,Galaxy 101,Introduction to Galaxy Analyses,2022-02,2022-02-02
2411,5,,,,Visualization of RNA-Seq results with Volcano Plot,Transcriptomics,2022-02,2022-02-03
2412,5,,,,Trajectory Analysis using Python (Jupyter Notebook) in Galaxy,Transcriptomics,2022-02,2022-02-04
2413,4,,,,Galaxy 101,Introduction to Galaxy Analyses,2022-02,2022-02-04
2414,5,the simple and easy demonstration,,,Galaxy 101,Introduction to Galaxy Analyses,2022-02,2022-02-07
2415,4,I liked the step by step follow up of results while doing the analysis,,,Galaxy 101,Introduction to Galaxy Analyses,2022-02,2022-02-07
2416,5,,,,Quality Control,Sequence analysis,2022-02,2022-02-07
2417,5,,,,Mapping,Sequence analysis,2022-02,2022-02-07
2418,3,easy workflow,The metaMS.plot does not work,,Mass spectrometry : GC-MS analysis with metaMS package,Metabolomics,2022-02,2022-02-08
2419,5,It is very didactical,a better explanation of cross-contamination plots,,Pre-processing of Single-Cell RNA Data,Transcriptomics,2022-02,2022-02-08
2420,5,very clear tutorial!,,,Galaxy 101,Introduction to Galaxy Analyses,2022-02,2022-02-09
2421,4,,,,Genome annotation with Prokka,Genome Annotation,2022-02,2022-02-10
2422,5,,,,1: RNA-Seq reads to counts,Transcriptomics,2022-02,2022-02-10
2423,5,,,,16S Microbial analysis with Nanopore data,Metagenomics,2022-02,2022-02-10
2424,5,,,,ATAC-Seq data analysis,Epigenetics,2022-02,2022-02-12
2425,5,step by step explanation,IT would be very useful to indicate that a tools used in the exercise are not accessible from all galaxy sites.,,Galaxy 101 for everyone,Introduction to Galaxy Analyses,2022-02,2022-02-13
2426,4,"Pretty simple step-by-step; A couple of syntax errors are included to make things ""interesting"" when trying to deploy.","Found another syntax error in the referenced tutorial:  In the galaxy.j2 file, ""location /_x_accel_redirect"" should be ""location /_x_accel_redirect/""",,Galaxy Installation with Ansible,Galaxy Server administration,2022-02,2022-02-15
2427,1,,literally where is the volcano plot code? you give every code except for the actual plot! so unhelpful ,,Visualization of RNA-Seq results with Volcano Plot in R,Transcriptomics,2022-02,2022-02-16
2428,3,The clear steps and explanation attached,Some tools have not been found in Galaxy such as antiSMASH. ,,Genome Annotation,Genome Annotation,2022-02,2022-02-17
2429,4,very clear referencing of input files,,,Pre-processing of 10X Single-Cell RNA Datasets,Transcriptomics,2022-02,2022-02-18
2430,4,,,,GO Enrichment Analysis,Transcriptomics,2022-02,2022-02-18
2431,5,,,,Reference-based RNA-Seq data analysis,Transcriptomics,2022-02,2022-02-18
2432,5,It was very precise and easy to follow.,I think it's excellent as it is.,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2022-02,2022-02-18
2433,5,every step was clear to follow,follow-up video for people who have network issues so that they can watch and catch-up fast,,A short introduction to Galaxy,Introduction to Galaxy Analyses,2022-02,2022-02-21
2434,5,A clean flowchart of methods with an explanation for the purpose of each step.,"As a case study, a bad genome assembly or an assembly with incorrect parameters in various steps could be shown",,VGP assembly pipeline,Assembly,2022-02,2022-02-21
2435,5,"As usal, the step by step procedures.",It is not clear that we have to set up the test-data folder and collect the bam files by our own for passing the test in the planemo section.,,Creating Galaxy tools from Conda Through Deployment,Development in Galaxy,2022-02,2022-02-21
2436,4,,,,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2022-02,2022-02-22
2437,5,"Very detailed explained steps, which made the analysis very easy",,,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2022-02,2022-02-22
2438,5,It's clear and that take us by the hand to learn how to use galaxy. ,maybe make a youtube video to show all this tutorial ,,Galaxy 101 for everyone,Introduction to Galaxy Analyses,2022-02,2022-02-22
2439,5,,,,Galaxy 101,Introduction to Galaxy Analyses,2022-02,2022-02-22
2440,5,,,,Genome Assembly of MRSA using Illumina MiSeq Data,Assembly,2022-02,2022-02-23
2441,5,,,,Galaxy 101,Introduction to Galaxy Analyses,2022-02,2022-02-23
2442,4,,,,Extracting Workflows from Histories,Using Galaxy and Managing your Data,2022-02,2022-02-24
2443,4,Nice Step by Step Tutorial,Finding the tools was a bit difficult with the search bar. Somethings are a bit outdated.,,Introduction to Genomics and Galaxy,Introduction to Galaxy Analyses,2022-02,2022-02-24
2444,5,The clear explanation of the tools,,,Mapping,Sequence analysis,2022-02,2022-02-25
2445,4,Easy to follow and execute.,The order of selecting parameters can be sequential as it appears on the galaxy platform,,Running molecular dynamics simulations using GROMACS,Computational chemistry,2022-02,2022-02-26
